Disco,Artista,Ano,Capa,Spotify,YouTubeMusic,Tipo
Away from the Sun,3 Doors Down,2002,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/0a/c0/0d/0ac00d65-4327-29b1-6a1e-4f1e2684d758/06UMGIM23627.rgb.jpg/600x600bb.jpg,https://open.spotify.com/search/3%20Doors%20Down%20Away%20From%20The%20Sun,https://music.youtube.com/search?q=3%20Doors%20Down%20Away%20From%20The%20Sun,disco
The Better Life,3 Doors Down,2000,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/61/2a/58/612a58ca-af10-cc8f-07ef-b3368ebc9564/07UMGIM12238.rgb.jpg/600x600bb.jpg,https://open.spotify.com/search/3%20Doors%20Down%20The%20Better%20Life,https://music.youtube.com/search?q=3%20Doors%20Down%20The%20Better%20Life,disco
8-Bit Versions of Depeche Mode,8-Bit Misfits,2017,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/6b/a9/46/6ba94601-df5b-e93d-f7d8-2773586ee730/191515976888_Cover.jpg/600x600bb.jpg,https://open.spotify.com/search/8-Bit%20Misfits%208-Bit%20Versions%20of%20Depeche%20Mode,https://music.youtube.com/search?q=8-Bit%20Misfits%208-Bit%20Versions%20of%20Depeche%20Mode,disco
Decemberunderground,AFI,2006,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/ba/3c/e1/ba3ce1d8-c63a-8d42-e3cc-85532f4a7785/06UMGIM22260.rgb.jpg/600x600bb.jpg,https://open.spotify.com/search/AFI%20Decemberunderground,https://music.youtube.com/search?q=AFI%20Decemberunderground,disco
Ana Carolina,Ana Carolina,1999,https://yt3.googleusercontent.com/e3ts8tZfrCTsA6OQKbA3xSXqKif56MPSc5IVVG4wcs0BKvmLDY2ifuUbvQD0IywjtMUGdj6kYeiVR1N3=w544-h544-l90-rj,https://open.spotify.com/search/Ana%20Carolina%20Ana%20Carolina,https://music.youtube.com/playlist?list=OLAK5uy_n91EG2ba6vbLwJsjugTjlV3_PT30xYQmY,disco
Ana Rita Joana Iracema e Carolina,Ana Carolina,2001,https://yt3.googleusercontent.com/jx-ObKh0BXhHzmiYYd1q919j7az2kNFW094p4Wc536837ohFB9E6ZScfzHhdAeusxe-mxHZht38o0kHBZg=w544-h544-l90-rj,https://open.spotify.com/search/Ana%20Carolina%20Ana%20Rita%20Joana%20Iracema%20e%20Carolina,https://music.youtube.com/playlist?list=OLAK5uy_lsd_z9xYEajatGwUKx8Q2BfW-pQWRiPZs,disco
Estampado,Ana Carolina,2003,https://is1-ssl.mzstatic.com/image/thumb/Music/ce/e6/45/mzi.rfhbjfjz.jpg/600x600bb.jpg,https://open.spotify.com/search/Ana%20Carolina%20Estampado,https://music.youtube.com/playlist?list=OLAK5uy_k7QxSmonFnpXZzXTPz7onkSnZ34DSQUEw,disco
Ana & Jorge,Ana Carolina e Seu Jorge,2003,https://yt3.googleusercontent.com/lxSfQdEh_m-rORGWWZMyR5c_RjHKaXwmnOkY7pwYptsDUHGi20Z0RfNJ3HzHfo5nqSENoj76NhUrGddn=w544-h544-l90-rj,https://open.spotify.com/search/Ana%20Carolina%20e%20Seu%20Jorge%20Ana%20%26%20Jorge,https://music.youtube.com/playlist?list=OLAK5uy_kcaeO7D6Tz1uGnMmbaymulO5wp3QdZ5dg,disco
Portal 2: Songs to Test By,Aperture Science Psychoacoustics Laboratory,2012,https://yt3.googleusercontent.com/WXFYmkgzVqn4bCkpvI6tsRqijwob0ivIOsDWxcTAAH0AoMjIlxg9V52icUarU5hEQDzpzwkoCMCiW9Z7nQ=w544-h544-l90-rj,https://open.spotify.com/search/Aperture%20Science%20Psychoacoustics%20Laboratory%20Portal%202%3A%20Songs%20to%20Test%20By%20-%20Volume%203,https://music.youtube.com/playlist?list=OLAK5uy_nJY2uVsHvnOUIO273XrrRO0nTdsoIKnds,disco
"Whatever People Say I Am, That's What I'm Not",Arctic Monkeys,2013,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/cc/0f/2d/cc0f2d02-5ff1-10e7-eea2-76863a55dbad/887828031795.png/600x600bb.jpg,https://open.spotify.com/search/Arctic%20Monkeys%20Whatever%20People%20Say%20I%20Am%2C%20That's%20What%20I'm%20Not,https://music.youtube.com/search?q=Arctic%20Monkeys%20Whatever%20People%20Say%20I%20Am%2C%20That's%20What%20I'm%20Not,disco
Ill Communication,Beastie Boys,1994,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/a0/10/8d/a0108d39-c544-218b-150e-ae556812d817/00724383073559.jpg/600x600bb.jpg,https://open.spotify.com/search/Beastie%20Boys%20Ill%20Communication,https://music.youtube.com/search?q=Beastie%20Boys%20Ill%20Communication,disco
A Era Da Incerteza,Biquini Cavadão,1987,https://yt3.googleusercontent.com/phlw0iC0zUWc5makBLOaqCJGi5ijc3hORffBGOWvHTJ-TKNatmGOBmzt2KdbTkWHst0EVvaIakWylRgdHw=w544-h544-l90-rj,https://open.spotify.com/search/Biquini%20Cavad%C3%A3o%20A%20Era%20Da%20Incerteza,https://music.youtube.com/search?q=Biquini%20Cavad%C3%A3o%20A%20Era%20Da%20Incerteza,disco
Agora,Biquini Cavadão,1994,https://is1-ssl.mzstatic.com/image/thumb/Music/55/82/d2/mzi.tbahsjwe.jpg/600x600bb.jpg,https://open.spotify.com/search/Biquini%20Cavad%C3%A3o%20Agora,https://music.youtube.com/search?q=Biquini%20Cavad%C3%A3o%20Agora,disco
Ao Vivo,Biquini Cavadão,2005,https://yt3.googleusercontent.com/a-qL-2XSV4_Xg_XfQuwlhg1QgiJPcaMFnKvoAakcASgHlHMQv_RBq6mRv7TQpF55pyKxMJ1pVHhM9b8Z=w544-h544-l90-rj,https://open.spotify.com/search/Biquini%20Cavad%C3%A3o%20Ao%20Vivo,https://music.youtube.com/search?q=Biquini%20Cavad%C3%A3o%20Ao%20Vivo,disco
Cidades em Torrente,Biquini Cavadão,1986,https://yt3.googleusercontent.com/jfWF5hysoywMUjSHcVY7OxED6RkpzuPirYLSs4MlaFt8smCtEUsrZckbdgbbFr5GiqqWfCOXqKLkB0Pe=w544-h544-l90-rj,https://open.spotify.com/search/Biquini%20Cavad%C3%A3o%20Cidades%20em%20Torrente,https://music.youtube.com/search?q=Biquini%20Cavad%C3%A3o%20Cidades%20em%20Torrente,disco
Descivilização,Biquini Cavadão,1991,https://yt3.googleusercontent.com/KVKLopwqoh8XWO2MSMDi39oEDcEGIUqKtR7MGD9BwWpmVMSAqkJ-SQLizMAvpkt2bFwAouoPu8OIn-P6Ew=w544-h544-l90-rj,https://open.spotify.com/search/Biquini%20Cavad%C3%A3o%20Desciviliza%C3%A7%C3%A3o,https://music.youtube.com/search?q=Biquini%20Cavad%C3%A3o%20Desciviliza%C3%A7%C3%A3o,disco
Escuta Aqui,Biquini Cavadão,2000,https://is1-ssl.mzstatic.com/image/thumb/Music/v4/a9/64/bf/a964bf4d-b440-f3f7-7428-39e74ced8aab/743217470029.jpg/600x600bb.jpg,https://open.spotify.com/search/Biquini%20Cavad%C3%A3o%20Escuta%20Aqui,https://music.youtube.com/search?q=Biquini%20Cavad%C3%A3o%20Escuta%20Aqui,disco
INSIDE,Bo Burnham,2021,https://yt3.googleusercontent.com/Okck58D4uw7WkqKjw8XVDNLPq9ew1GjwhSMZn1qTkdZ5tir2xsi40swD6RvFg84Xo4SwQOHWraPUKfuu=w544-h544-l90-rj,https://open.spotify.com/search/Bo%20Burnham%20INSIDE,https://music.youtube.com/playlist?list=OLAK5uy_nkaZRcAx5OaWWhZdi2hosCFfHpRn5EuLg,disco
Caetano Veloso 67,Caetano Veloso,1967,https://yt3.googleusercontent.com/wIiSCLR8k_3BKe6FuqJWPgXnfRvkB5WYjVHiGsm4SdSwFisoR8aPtgMYNQEBatQ2inEm_hhWeO9xQT8K=w544-h544-l90-rj,https://open.spotify.com/search/Caetano%20Veloso%20Caetano,https://music.youtube.com/playlist?list=OLAK5uy_lJETrZN8fLuB-rh9DB-u6Id-U1egxlKR8,disco
Caetano Veloso 69,Caetano Veloso,1969,https://yt3.googleusercontent.com/_rvyMNIYln8JleatGhuZMJs3vnzvS3P7UPIRss6HvLNtajeJJutVs-9W_58F54BWSlvHOu6wloEIrlC85w=w544-h544-l90-rj,https://open.spotify.com/search/Caetano%20Veloso%20Caetano%20Veloso,https://music.youtube.com/playlist?list=OLAK5uy_mNTBodFFv5xTKjXZPZiFd0tEgaOIGlx10,disco
Circuladô,Caetano Veloso,1991,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/34/ab/d4/34abd4f3-4239-66ae-18d7-927b9a0132cf/mzi.nurzbuyh.jpg/600x600bb.jpg,https://open.spotify.com/search/Caetano%20Veloso%20Circulad%C3%B4,https://music.youtube.com/playlist?list=OLAK5uy_l1eOpqZh4C_pXBgu9j9zyW6ij3gltgNP4,disco
"Cores, Nomes",Caetano Veloso,1982,https://yt3.googleusercontent.com/2tgo8rMXqhLIU56PJiHoSxd-b-RCy31J-d4Vo5e0WxFXwlNtCnPre5bau_ccWmPbYUzd1O6pT2vQyK4=w544-h544-s-l90-rj,https://open.spotify.com/search/Caetano%20Veloso%20Cores%2C%20Nomes,https://music.youtube.com/playlist?list=OLAK5uy_m8unrNg8AIDAML5FC5wXI1C5Gz2HeMMAI,disco
Estrangeiro,Caetano Veloso,1989,https://yt3.googleusercontent.com/HsRi23JSmjzVl4vycirEBb47y2kW-jH86BZMg0ZEKNkU8NiFRr5MI4J7MgZMMdfgdcLNVO4b0BnQb1NL=w544-h544-s-l90-rj,https://open.spotify.com/search/Caetano%20Veloso%20Estrangeiro,https://music.youtube.com/playlist?list=OLAK5uy_lbIMWfHoyxKOH0RrCgqEv76bNYdKiG3vU,disco
Meu Coco,Caetano Veloso,2021,https://yt3.googleusercontent.com/xL5LnhBYjwjnigBDCkTBOsAxMgugkc0J7fzG9jkPPso1NZq1KReRnfsVpdQN2AY9ljKklSR3z2C9FyJ0=w544-h544-l90-rj,https://open.spotify.com/search/Caetano%20Veloso%20Meu%20Coco,https://music.youtube.com/playlist?list=OLAK5uy_mb1jN3jo3DcVWuB3REx7RfpAZbTVZUN3E,disco
Transa,Caetano Veloso,1972,https://yt3.googleusercontent.com/EwmgfpjifqAWIYUDM8BsDk4chsSVzTp_pksFP6BYWTKawKap0B-K2TpDv7m1hSHs_TnzEG02N8PV7zR9mw=w544-h544-l90-rj,https://open.spotify.com/search/Caetano%20Veloso%20Transa,https://music.youtube.com/playlist?list=OLAK5uy_nXYwFt5AiHwX4M1Ji0bkoMDL70afYG6x4,disco
Uns,Caetano Veloso,1983,https://yt3.googleusercontent.com/_ryDM9yYZpixm6wHULpfadd--wAfxzlXt9CxNWAuEJgp4vsqI40Aq3M3cg9MaQGwLh_c8Z8xO4TtOTP3xQ=w544-h544-l90-rj,https://open.spotify.com/search/Caetano%20Veloso%20Uns,https://music.youtube.com/playlist?list=OLAK5uy_kdoZa1TTcLHqkoYNtru9cgtkNE7xGNS-Q,disco
Velô,Caetano Veloso,1984,https://yt3.googleusercontent.com/pefG0j_M9yGUlU970S3M83zMfsJX_shLpKSZIQ2izsKiyMXtBrPEvQomJoA8eFm3DXIMj0f4iydA0MJc=w544-h544-l90-rj,https://open.spotify.com/search/Caetano%20Veloso%20Vel%C3%B4,https://music.youtube.com/playlist?list=OLAK5uy_mk3T-gfKfEJr1Uj3bBsbt35FOkY_zU_HA,disco
"Dois Amigos, Um Século de Música (Ao Vivo)",Caetano Veloso & Gilberto Gil,2015,https://yt3.googleusercontent.com/IHvmL0YMsWk52hMtm3nsOghH-ROUJbHzLBoKffEnOYIWaUMjeecBeq4IHCs0cxCOOx-7dTUYkcgBIXY=w544-h544-l90-rj,https://open.spotify.com/search/Caetano%20Veloso%20%26%20Gilberto%20Gil%20Dois%20Amigos%2C%20Um%20S%C3%A9culo%20de%20M%C3%BAsica%20(Ao%20Vivo),https://music.youtube.com/playlist?list=OLAK5uy_nChVlTtE5rIBSYhiCqlvYFh1BLpriA2WQ,disco
Caetano e Bethânia Ao Vivo,Caetano Veloso & Maria Bethânia,2025,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/6a/fb/47/6afb4796-5400-0e0b-66c8-65f7ff3e6f7c/196872808452.jpg/600x600bb.jpg,https://open.spotify.com/search/Caetano%20Veloso%20%26%20Maria%20Beth%C3%A2nia%20Caetano%20e%20Beth%C3%A2nia%20Ao%20Vivo,https://music.youtube.com/playlist?list=OLAK5uy_mmlAvSLDg9NcJgakjOfSlbNJVA4Fx3tCs,disco
Multishow Ao Vivo,Caetano Veloso e Maria Gadú,2011,https://yt3.googleusercontent.com/RteV18W8Jay_ScLQEG6POmZKFBikZgXMMGiyPj6wGFA3Raa_5dv2Vk0GbdGlNPLVGB88CFf8x_yT-c1x=w544-h544-l90-rj,https://open.spotify.com/search/Caetano%20Veloso%20e%20Maria%20Gad%C3%BA%20Multishow%20Ao%20Vivo,https://music.youtube.com/playlist?list=OLAK5uy_nQZTxsjLjJya9ktassXfqgUm4iTRkbyH4,disco
De 1997 a 2007,Charlie Brown Jr.,2008,https://yt3.googleusercontent.com/jdgFzp1kXiPHuDCKyeBpmohOobaCOb1na8RDsbEt7kGFVC9kCMfo2q-vsIOaKlHJ0jqXsTDMCFcdyEs=w544-h544-l90-rj,https://open.spotify.com/search/Charlie%20Brown%20Jr.%20De%201997%20a%202007,https://music.youtube.com/playlist?list=OLAK5uy_ln9sbypS1-5Y-XN4WP3kEsiUwlXxdgjeY,disco
Almanaque,Chico Buarque,1981,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/38/ac/f2/38acf27b-6e0a-2c4e-c282-928a6596471b/00731451001024.rgb.jpg/600x600bb.jpg,https://open.spotify.com/search/Chico%20Buarque%20Almanaque,https://music.youtube.com/search?q=Chico%20Buarque%20Almanaque,disco
As cidades,Chico Buarque,1998,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/b6/64/42/b664423d-b8c7-844e-78c2-1bbd90671564/884977631715.jpg/600x600bb.jpg,https://open.spotify.com/search/Chico%20Buarque%20As%20cidades,https://music.youtube.com/search?q=Chico%20Buarque%20As%20cidades,disco
O Amante,Chico Buarque,1994,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/2a/d8/d9/2ad8d961-64a1-f809-02cb-17671503203e/00602557387858.rgb.jpg/600x600bb.jpg,https://open.spotify.com/search/Chico%20Buarque%20O%20Amante,https://music.youtube.com/search?q=Chico%20Buarque%20O%20Amante,disco
O Sambista,Chico Buarque,2000,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/da/97/17/da9717fe-0335-a5e4-9369-8514a9d000bd/06UMGIM33334.rgb.jpg/600x600bb.jpg,https://open.spotify.com/search/Chico%20Buarque%20O%20Sambista,https://music.youtube.com/search?q=Chico%20Buarque%20O%20Sambista,disco
Da Lama ao Caos,Chico Science & Nação Zumbi,1994,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/69/a4/8b/69a48bad-2a30-14be-f0f4-b72cf8766f25/884977330298.jpg/600x600bb.jpg,https://open.spotify.com/search/Chico%20Science%20%26%20Na%C3%A7%C3%A3o%20Zumbi%20Da%20Lama%20ao%20Caos,https://music.youtube.com/search?q=Chico%20Science%20%26%20Na%C3%A7%C3%A3o%20Zumbi%20Da%20Lama%20ao%20Caos,disco
Acústico MTV,Cidade Negra,2002,https://is1-ssl.mzstatic.com/image/thumb/Music71/v4/fb/e7/03/fbe703d4-902d-e473-90e0-cbd2cfd1db37/886443688148.jpg/600x600bb.jpg,https://open.spotify.com/search/Cidade%20Negra%20Ac%C3%BAstico%20MTV,https://music.youtube.com/search?q=Cidade%20Negra%20Ac%C3%BAstico%20MTV,disco
Stardew Valley (Original Game Soundtrack),ConcernedApe,2016,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/2e/17/09/2e17091a-9594-7c7d-ab3b-29021e40ff3b/859718322498_cover.jpg/600x600bb.jpg,https://open.spotify.com/search/ConcernedApe%20Stardew%20Valley%20(Original%20Game%20Soundtrack),https://music.youtube.com/search?q=ConcernedApe%20Stardew%20Valley%20(Original%20Game%20Soundtrack),disco
Full Circle,Creed,2009,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/ab/ac/03/abac03ff-1346-0874-8b6e-95dacc9d3868/00601501418723.rgb.jpg/600x600bb.jpg,https://open.spotify.com/search/Creed%20Full%20Circle,https://music.youtube.com/playlist?list=OLAK5uy_k1GK7Ajg7_jZWAFWfsQ3LEzY_A5BKPjs0,disco
Human Clay,Creed,1999,https://yt3.googleusercontent.com/O02WMAcfmWYzYX8kOSqsKLHFVlTcgP1uglIGeV-z5-NaJsQmV9YQ_U42NU3JLZKSLJ2SdkNF4P1j2os=w544-h544-l90-rj,https://open.spotify.com/search/Creed%20Human%20Clay,https://music.youtube.com/playlist?list=OLAK5uy_kQvDYqsS6HB-tdkbROfIH9NHSKOUooQm0,disco
My Own Prison,Creed,1997,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/7d/1e/cb/7d1ecba4-85e7-7c3e-3337-4a1c876ffdde/00601501404924.rgb.jpg/600x600bb.jpg,https://open.spotify.com/search/Creed%20My%20Own%20Prison,https://music.youtube.com/playlist?list=OLAK5uy_mIr2UsmyOTbL5WbCb1HiDMhw1-n-4h2CM,disco
Wheathered,Creed,2001,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/2b/d8/ff/2bd8ff78-9201-71dc-c931-503340d8b08a/00601501407529.rgb.jpg/600x600bb.jpg,https://open.spotify.com/search/Creed%20Wheathered,https://music.youtube.com/playlist?list=OLAK5uy_nwTd6EyHJFQzaamlWH9X7shSilBivHj6M,disco
Música de Rua,Daniela Mercury,1994,https://is1-ssl.mzstatic.com/image/thumb/Music/22/69/7e/mzi.zgienkhu.jpg/600x600bb.jpg,https://open.spotify.com/search/Daniela%20Mercury%20M%C3%BAsica%20de%20Rua,https://music.youtube.com/playlist?list=OLAK5uy_m_zS-EencyfM8oWdBX9ZYtrt1ali1XKT0,disco
Dean Gray Presents: American Edit,Dean Gray,2023,https://i.ytimg.com/vi/pJwmJbzz5ho/hqdefault.jpg?sqp=-oaymwEWCMACELQBIAQqCghQEJADGFogjgJIWg&rs=AMzJL3mEDZlrUfG4KBwB57LU2ALi84DIUQ,https://open.spotify.com/search/Dean%20Gray%20Dean%20Gray%20Presents%3A%20American%20Edit,https://music.youtube.com/playlist?list=PLtMnuXye-klpoqganTsmAb-9vMk4HPIBP,disco
101 (Live),Depeche Mode,1989,https://yt3.googleusercontent.com/glkYoeZvqT4Z2JzER0n-plGJu8NuWZSgsH6OCZRY4ELO4TDzajWDO-h3vCFaXfsizqRnqi-yHSyvf9Si=w544-h544-l90-rj,https://open.spotify.com/search/Depeche%20Mode%20101,https://music.youtube.com/playlist?list=OLAK5uy_k1r7WuL0tHO3MlQoTXGDXZ3DXtfgwD0R0,disco
A Broken Frame,Depeche Mode,1982,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/c1/08/2b/c1082b58-98d9-a535-38d2-7af18cb4e886/0094637006054.jpg/600x600bb.jpg,https://open.spotify.com/search/Depeche%20Mode%20A%20Broken%20Frame,https://music.youtube.com/search?q=Depeche%20Mode%20A%20Broken%20Frame,disco
Black Celebration,Depeche Mode,1986,https://yt3.googleusercontent.com/Nxjm4kc0wul4wK_EXeT1Hz-83uPWGfIxofmhyeyzjEmx2Z-hAsWIejRKJUDQ2r9WlBw8fSn7YMR0kEgP=w544-h544-l90-rj,https://open.spotify.com/search/Depeche%20Mode%20Black%20Celebration,https://music.youtube.com/playlist?list=OLAK5uy_luP5xc_u-5OhaEIOzgeCSDvOA3JwYtpfE,disco
Construction Time Again,Depeche Mode,1983,https://yt3.googleusercontent.com/lulGyLw57npRUkskP5Kv8h0LPQOHFgEoGtxnkNnRf8bbcV8Pptx9viCi52j7xzrlT762-pZ1E7UMf3Xn2Q=w544-h544-l90-rj,https://open.spotify.com/search/Depeche%20Mode%20Construction%20Time%20Again,https://music.youtube.com/playlist?list=OLAK5uy_khIbepLRAiI0jp-fqRpgJPfuuKFaHgJow,disco
Delta Machine,Depeche Mode,2013,https://yt3.googleusercontent.com/hJNX0tAslpxIw-VWpNax4WsBENhawhPUCyzv40oXQH2TsOSt8m3tExcadHxasNo3EP_CRkBcfnFcH2fqng=w544-h544-l90-rj,https://open.spotify.com/search/Depeche%20Mode%20Delta%20Machine,https://music.youtube.com/playlist?list=OLAK5uy_n9JRpomHoNPyXjOqN4vy1_7S1HtQLXzVQ,disco
Exciter,Depeche Mode,2001,https://yt3.googleusercontent.com/myoZG6BPw73xqQl3DMNd9EOqKkESARIlS14TOKf-kDOOGqfYcdTUIdAXfHPJbVC5S7b4H8LqfxUtKB0=w544-h544-l90-rj,https://open.spotify.com/search/Depeche%20Mode%20Exciter,https://music.youtube.com/playlist?list=OLAK5uy_kT1Sh7_engGktRkL_DO2wyC3JBtxTZC5s,disco
Memento Mori,Depeche Mode,2023,https://yt3.googleusercontent.com/Cuqh_JBUjzz1KMyd6ff8HEDBSuv4IEVopZ-evxuVfi8O_6QiPA6X0CHUOkjTw2Cps10YgRkXjCh200lc=w544-h544-l90-rj,https://open.spotify.com/search/Depeche%20Mode%20Memento%20Mori,https://music.youtube.com/playlist?list=OLAK5uy_kBh1orlQqYtUQg2DxVgQjE8hXv91Ra14s,disco
Music for the Masses,Depeche Mode,1987,https://yt3.googleusercontent.com/N4sOj63qPfgLBbgQl-WdeuyswwOUVjHgcHcC9-jF970N6AfiXxOF-_m99S1vt5DCEpdeWztcw2sGr-Lb=w544-h544-l90-rj,https://open.spotify.com/search/Depeche%20Mode%20Music%20for%20the%20Masses,https://music.youtube.com/playlist?list=OLAK5uy_mr7vDCIzqt03I3zleA9S_jwR2DLiATvXs,disco
Playing the Angel,Depeche Mode,2005,https://yt3.googleusercontent.com/bMSSv0sd7h3_tGcug3fRwPREugVPGifJztBEMCaX0a3ADNDqPep0tJP9ZbhPQfuIlQyhzMCtzN4U0Keh=w544-h544-l90-rj,https://open.spotify.com/search/Depeche%20Mode%20Playing%20the%20Angel,https://music.youtube.com/playlist?list=OLAK5uy_kOqW2LknAdG4DY9GK9Ht3KWCurQqPNs7Y,disco
Remixes 81–04,Depeche Mode,2004,https://yt3.googleusercontent.com/0Grk-L-dhm7-qxD_qFeDkyJOaPYgbLZsafsJUMX0ezYXpKRafkN676Dl5kLvs-rSaf0VQuwqx7eONKx9=w544-h544-l90-rj,https://open.spotify.com/search/Depeche%20Mode%20Remixes%2081%E2%80%9304,https://music.youtube.com/playlist?list=OLAK5uy_lRyUe3XHnaz4hIpduNbu0XsIlKOctd240,disco
Some Great Reward,Depeche Mode,1984,https://yt3.googleusercontent.com/wIwHBw7sz0RBySTtSoqUuiOgVlIy2mY50pBZtjB1j8lMTADwVKfgVKRCzEw0C5KkalPCcObtoPnA1F27=w544-h544-l90-rj,https://open.spotify.com/search/Depeche%20Mode%20Some%20Great%20Reward,https://music.youtube.com/playlist?list=OLAK5uy_mgU5FB1gymb62czCeAuaujDCK4uQ8pxV8,disco
Songs of Faith and Devotion,Depeche Mode,1993,https://yt3.googleusercontent.com/7qztatWBFx_hwibDMDA4k_t5i7P2FoRzswSmrPn9ro8wSawMdA9ZAZfAKFNcXkOZqy_47VBXm5h_oH2I=w544-h544-l90-rj,https://open.spotify.com/search/Depeche%20Mode%20Songs%20of%20Faith%20and%20Devotion,https://music.youtube.com/playlist?list=OLAK5uy_lfXA8E-K2LRhXdBaqR2G8IxQqQJZ1iY7E,disco
Sounds of the Universe,Depeche Mode,2009,https://yt3.googleusercontent.com/JsWFzaE5oEHpEt3K1tBjmtj9c0qYnc9b4TRld0S3ZQR9mMscSiYxOgXKblK9Wyp3f4Cha8iu6Fhd5uTL=w544-h544-l90-rj,https://open.spotify.com/search/Depeche%20Mode%20Sounds%20of%20the%20Universe,https://music.youtube.com/playlist?list=OLAK5uy_laMZB7hPuFOb00otezJNpV79LCeb2-wY8,disco
Speak & Spell,Depeche Mode,1981,https://yt3.googleusercontent.com/W4TBtAKJKa74ycsM5QMNFhDnIPikC5Hs7F8vD31EP8n9WT0nvTEy_5UqACnPO6VvDk0ikjesMenwNxvS=w544-h544-l90-rj,https://open.spotify.com/search/Depeche%20Mode%20Speak%20%26%20Spell,https://music.youtube.com/playlist?list=OLAK5uy_n9WzY_Ly0QQrttfvZ0319SU8R76-nqbA0,disco
Spirit,Depeche Mode,2017,https://yt3.googleusercontent.com/wT8vjyhWlaIjnrDSSI9eeA1SAmezugLiuYK1rCGtz3Ahhynn1giaXfK9AnJ4KvjXM3PWtDUiTWks4I3Opg=w544-h544-l90-rj,https://open.spotify.com/search/Depeche%20Mode%20Spirit,https://music.youtube.com/playlist?list=OLAK5uy_kIk_A8llZfVZuAOTZR9ZdNaypKbOJPQao,disco
